,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
8959,24.10.2013,NaN,3946-260-125,דירה בבית קומות,6,NaN,132,"2,544,000",NaN
8960,24.10.2013,עין דור 2,6286-316-72,דירה בבית קומות,5,שביעית,114,"1,820,000",NaN
8961,23.10.2013,ירושלים 28,3937-154-7,דירה בבית קומות,5,רביעית,113.20,"1,530,000",87% ב 8.7 שנים
8962,25.01.2005,ירושלים 28,3937-154-7,דירה בבית קומות,5,רביעית,113.20,"814,000",87% ב 8.7 שנים
8963,23.10.2013,עין דור 2,6286-316-7,דירה,5,שביעית,131,"1,820,000",NaN
8964,23.10.2013,אורנבך אשר 3,7375-28-42,דירה,5,NaN,117,"1,800,000",NaN
8965,23.10.2013,NaN,3946-260-52,דירה,5,שלישית,121,"2,500,000",NaN
8966,22.10.2013,גבין משה 11,3629-223-1,קוטג' דו משפחתי,5,"מרתף, קרקע, ראשונה",296.45,"3,375,000",NaN
8967,21.10.2013,עין דור 2,6286-316-73,דירה בבית קומות,5,שלישית,113,"1,724,000",NaN
8968,21.10.2013,ימית 47,5385-71-1,קוטג' דו משפחתי,7,"מרתף,קרקע,ראשנה,שניה",233,"2,990,000",NaN
8969,21.10.2013,נטור 31,5435-99-1,קוטג' דו משפחתי,5,NaN,200,"3,450,000",NaN
8970,20.10.2013,מבצע נועה 34,2709-101-1,קוטג' חד משפחתי,7,ראשונה,307,"3,200,000",NaN
8971,20.10.2013,פופל מרדכי 6,3939-287-10,דירה בבית קומות,5,שלישית,113,"1,340,000",NaN
8972,20.10.2013,גרניט 5,4746-39-1,דירת גן,5,קרקע + ראשונה,144.61,"2,370,000",NaN
8973,20.10.2013,NaN,3946-260-126,דירה בבית קומות,5,שלוש עשרה,124,"2,345,000",NaN
8974,20.10.2013,NaN,3946-261-139,דירה בבית קומות,5.5,שביעית,135,"2,100,000",NaN
8975,20.10.2013,אבידן שמעון 49,6286-225-2,דירה בבית קומות,6,NaN,250,"4,820,000",NaN
8976,20.10.2013,עין דור 2,6286-316-6,דירה,5.1,שלישית,131,"1,724,000",NaN
8977,19.10.2013,NaN,3946-260-51,דירה,5,שלישית,134,"2,305,000",NaN
8978,19.10.2013,השייטת 2,2704-55-657,דירה,5,NaN,136,"3,323,765",NaN
8979,18.10.2013,עין דור 2,6286-316-74,דירה בבית קומות,5,רביעית,113,"1,770,000",NaN
8980,18.10.2013,עין דור 2,6286-316-74,דירה בבית קומות,5,רביעית,113,"1,770,000",NaN
8981,17.10.2013,NaN,3946-258-497,דירה בבית קומות,5.5,עשירית,137,"2,130,000",NaN
8982,17.10.2013,עין דור 2,6286-316-5,דירה,5,חמישית,131,"1,770,000",NaN
8983,17.10.2013,ויצמן 8,3928-146-10,דירה בבית קומות,5,שניה,114.32,"1,610,000",NaN
8984,17.10.2013,עין דור 2,6286-316-4,דירה,5,רביעית,130,"1,748,000",NaN
8985,17.10.2013,בנאסרף ברוך 2,5095-63-1,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,201.30,"3,650,000",NaN
8986,17.10.2013,עין דור 4,6286-317-29,דירה,5,שניה,130,"1,710,000",NaN
8987,16.10.2013,קפלנסקי 28,3926-675-19,דירת גג,6,"שישית, שביעית",127.04,"1,970,000",NaN
8988,16.10.2013,הצופים 3,3939-428-16,דירה בבית קומות,5,שמינית ותשיעית,137.46,"2,200,000",NaN
8989,15.10.2013,הלוי יוסף 5,3929-636-6,דירה,5,שלישית,159,"1,680,000",NaN
8990,15.10.2013,רמת מגשמים 16,5436-80-3,קוטג' דו משפחתי,6,"מרתף,קרקע,ראשנה,שניה",217,"3,000,000",108% ב 13 שנים
8991,19.09.2000,רמת מגשמים 16,5436-80-3,קוטג' דו משפחתי,6,"מרתף,קרקע,ראשנה,שניה",217,"1,442,000",108% ב 13 שנים
8992,15.10.2013,"שז""ר זלמן 35",5037-29-132,דירה בבית קומות,5,שניה,104,"1,410,000",79% ב 9.6 שנים
8993,15.02.2004,"שז""ר זלמן 35",5037-29-132,דירה בבית קומות,5,שניה,104,"786,000",79% ב 9.6 שנים
8994,15.10.2013,ההתיישבות 6,6286-314-29,דירה בבית קומות,5,"קומה ‎8‏, קומה ‎9‏",172.40,"2,325,000",NaN
8995,15.10.2013,NaN,3946-260-127,דירה בבית קומות,6,רביעית,134,"2,167,000",NaN
8996,15.10.2013,NaN,3946-258-368,דירה,5,שלישית,122,"3,025,150",NaN
8997,14.10.2013,חיל האויר 1,2717-36-37,דירה בבית קומות,5,אחת עשרה,111.85,"1,930,000",1% ב 3.6 שנים
8998,11.02.2010,חיל האויר 1,2717-36-37,דירה בבית קומות,5,אחת עשרה,111.85,"1,900,000",1% ב 3.6 שנים
8999,05.06.2008,חיל האויר 1,2717-36-37,דירה בבית קומות,5,אחת עשרה,111.85,"1,362,000",1% ב 3.6 שנים
9000,14.10.2013,חיל התותחנים 7,2704-55-367,דירה בבית קומות,5,קומה ‎11‏,112.50,"2,150,000",16% ב 3.7 שנים
9001,31.01.2010,חיל התותחנים 7,2704-55-367,דירה בבית קומות,5,קומה ‎11‏,112.50,"1,850,000",16% ב 3.7 שנים
9002,14.10.2013,לובמן חביב 19,3937-134-8,דירה בבית קומות,6,רביעית,125,"1,780,000",0% ב 2.4 שנים
9003,25.05.2011,לובמן חביב 19,3937-134-8,דירה בבית קומות,6,רביעית,125,"1,780,000",0% ב 2.4 שנים
9004,14.10.2013,NaN,3946-260-50,דירה,5,ארבע עשרה,173,"2,130,000",NaN
9005,14.10.2013,כפר חרוב 6,5435-28-1,קוטג' דו משפחתי,6,ראשונה,270,"4,000,000",NaN
9006,14.10.2013,עין דור 4,6286-317-45,דירה בבית קומות,5,שניה,113,"1,710,000",NaN
9007,13.10.2013,שניאור זלמן 47,7281-19-21,קוטג' דו משפחתי,5,שלישית,150,"980,000",95% ב 5.9 שנים
9008,05.11.2007,שניאור זלמן 47,7281-19-21,קוטג' דו משפחתי,5,שלישית,150,"502,000",95% ב 5.9 שנים
9009,13.10.2013,הרב שלינקה יצחק 6,7373-73-59,דירה,5,NaN,124,"2,815,000",NaN
9010,13.10.2013,טביב 22,3937-208-10,דירה בבית קומות,5,חמישית,109.31,"1,785,000",NaN
9011,13.10.2013,רגב מרדכי 1,6288-63-8,דירה בבית קומות,5,קרקע ראשונה ושניה,127.11,"1,900,000",NaN
9012,10.10.2013,בשארי סעדיה ויוסף 9,7374-109-32,דירה בבית קומות,5,תשיעית,159.60,"2,360,000",NaN
9013,10.10.2013,בן גוריון 52,3927-363-40,דירה בבית קומות,5,עשירית,121.75,"2,300,000",NaN
9014,10.10.2013,מבצע דני 24,5383-7-2,קוטג' דו משפחתי,6,קרקע + ראשונה,172.26,"2,880,000",NaN
9015,10.10.2013,מבצע משה 50,5748-13-64,דירה בבית קומות,6,שבע עשרה + שמונה עשרה,135.25,"2,290,000",NaN
9016,10.10.2013,NaN,3946-260-128,דירה בבית קומות,5,שניה,121,"1,908,000",NaN
9017,10.10.2013,בוגלה יונה 1,4246-200-29,דירה בבית קומות,5,שניה,117,"1,559,000",NaN
9018,09.10.2013,אורנבך אשר 3,7375-28-37,דירה,5,NaN,117,"1,895,000",NaN
9019,09.10.2013,האחים אוסטשינסקי 20,3925-295-5,דירה בבית קומות,5,שלישית,99.20,"1,400,000",NaN
9020,09.10.2013,בשארי סעדיה ויוסף 9,7374-109-63,דירה,5,NaN,123,"2,360,000",NaN
9021,09.10.2013,אורנבך אשר 3,7375-28-38,דירה,5,NaN,124,"2,133,000",NaN
9022,09.10.2013,NaN,3946-260-49,דירה,5,שניה,121,"2,290,000",NaN
9023,09.10.2013, ,3928-105-16,דירה בבית קומות,5,שלישית,123,"2,240,000",NaN
9024,09.10.2013,NaN,3946-260-48,דירה,5,שלישית,121,"1,875,000",NaN
9025,09.10.2013,בוגלה יונה 1,4246-200-6,דירה,5,שניה,116,"1,559,000",NaN
9026,08.10.2013,אלקבץ 11,5114-41-72,דירה בבית קומות,5,שמינית,109.98,"1,750,000",NaN
9027,08.10.2013,הרב גורן 7,5116-26-16,דירה בבית קומות,5,רביעית,121.11,"1,855,000",NaN
9028,08.10.2013,NaN,3928-105-2,דירה,5,חמישית,123,"2,240,000",NaN
9029,07.10.2013,"הפלמ""ח 22",3938-153-2,קוטג' דו משפחתי,5,שניה,180,"2,300,000",NaN
9030,07.10.2013,הקוקיה 34,6287-218-20,דירה בבית קומות,5,חמישית,126.90,"1,580,000",NaN
9031,07.10.2013,מעוז חיים 5,5389-89-4,דירה בבית קומות,5,NaN,120,"3,358,000",NaN
9032,06.10.2013,לילך 6,4243-510-1,דירה בבית קומות,6,קרקע + ראשונה,144.66,"2,300,000",NaN
9033,06.10.2013,מעוז חיים 5,5389-89-1,קוטג' דו משפחתי,5,NaN,253,"3,300,000",NaN
9034,04.10.2013,NaN,3628-75-1,קוטג' דו משפחתי,5,NaN,200,"3,797,000",NaN
9035,03.10.2013,הבן הראשון 11,3926-1046-15,דירה בבית קומות,5,חמישית,116.87,"1,720,000",50% ב 12.8 שנים
9036,24.12.2000,הבן הראשון 11,3926-1046-15,דירה בבית קומות,5,חמישית,116.87,"1,145,000",50% ב 12.8 שנים
9037,03.10.2013,NaN,3628-209-0,קוטג' דו משפחתי,5,ראשונה,623,"3,699,999",0% ב 0.9 שנים
9038,19.11.2012,NaN,3628-209-0,קוטג' דו משפחתי,5,ראשונה,623,"3,682,001",0% ב 0.9 שנים
9039,03.10.2013,השייטת 2,2704-55-645,דירה,5,NaN,136,"2,438,669",NaN
9040,01.10.2013,חיל החימוש 3,2717-4-32,דירה בבית קומות,5,שביעית ושמינית,152.97,"1,800,000",NaN
9041,01.10.2013,אורנבך אשר 2,7375-24-26,דירה בבית קומות,5,שביעית,104.55,"1,950,000",NaN
9042,30.09.2013,NaN,6093-413-1,קוטג' דו משפחתי,5,NaN,186,"3,025,000",NaN
9043,30.09.2013,טביב 22,3937-208-13,דירה בבית קומות,5,שביעית,109.31,"1,775,000",NaN
9044,30.09.2013,NaN,3946-258-498,דירה בבית קומות,6,ראשונה,135,"2,009,957",NaN
9045,30.09.2013,הסוכה 12,5038-41-27,דירה בבית קומות,5,שניה,105.90,"1,072,000",NaN
9046,30.09.2013,גלילי ישראל 19,3946-412-40,דירה בבית קומות,5,קומה ‎10‏,125.05,"2,544,000",NaN
9047,30.09.2013,אורנבך אשר 2,7375-24-51,דירה,5,NaN,122,"1,950,000",NaN
9048,30.09.2013,NaN,3946-258-367,דירה,5,ארבע עשרה,135,"2,500,000",NaN
9049,29.09.2013,אנילביץ 26,7281-90-14,דירה בבית קומות,6,רביעית,88,"800,000",34% ב 12.2 שנים
9050,29.06.2001,אנילביץ 26,7281-90-14,דירה בבית קומות,6,רביעית,88,"595,000",34% ב 12.2 שנים
9051,29.09.2013,נחמיה 107,4246-138-1,קוטג' דו משפחתי,5,NaN,120,"1,590,000",NaN
9052,27.09.2013,הקלרנית 6,5183-30-35,דירה בבית קומות,5,רביעית,112.94,"1,800,000",102% ב 14.8 שנים
9053,01.11.1998,הקלרנית 6,5183-30-35,דירה בבית קומות,5,רביעית,112.94,"891,000",102% ב 14.8 שנים
9054,24.09.2013,בוגלה יונה 1,4246-200-30,דירה בבית קומות,5,ראשונה,117,"1,515,000",NaN
9055,23.09.2013,חיל התותחנים 24,2717-24-46,דירה בבית קומות,5,עשירית,136.15,"3,300,000",63% ב 9.2 שנים
9056,08.06.2004,חיל התותחנים 24,2717-24-46,דירה בבית קומות,5,עשירית,136.15,"2,022,000",63% ב 9.2 שנים
9057,23.09.2013,חומה ומגדל 19,5389-91-7,דירה בבית קומות,6,ראשונה,139.70,"2,035,000",NaN
9058,23.09.2013,עין דור 4,6286-317-26,דירה,5,שביעית,131,"1,790,000",NaN
9059,23.09.2013,בוגלה יונה 1,4246-200-5,דירה,5,ראשונה,116,"1,515,000",NaN
9060,22.09.2013,וולפסון 37,3926-308-11,דירה בבית קומות,5,רביעית,85.59,"1,740,000",NaN
9061,22.09.2013,שער הגולן 10,5389-91-125,דירה,6,NaN,135,"2,000,000",NaN
9062,22.09.2013,נחמוני 35,7373-44-2,קוטג' דו משפחתי,7,NaN,240,"3,065,000",NaN
9063,18.09.2013,חיל האויר 1,2717-36-73,דירה בבית קומות,5,עשרים,111.85,"1,990,000",NaN
9064,17.09.2013,חיל התותחנים 7,2704-55-65,דירה בבית קומות,5,קומה ‎16‏,137.66,"2,113,000",-25% ב 1.9 שנים
9065,18.10.2011,חיל התותחנים 7,2704-55-65,דירה בבית קומות,5,קומה ‎16‏,137.66,"2,833,000",-25% ב 1.9 שנים
9066,17.09.2013,NaN,3946-260-129,דירה בבית קומות,6,שישית,134,"2,208,000",NaN
9067,16.09.2013,NaN,3946-260-130,דירה בבית קומות,5.5,אחת עשרה,134,"2,275,000",NaN
9068,16.09.2013,נחמוני 59,7373-15-2,קוטג' דו משפחתי,5,NaN,220,"3,144,000",NaN
9069,16.09.2013,אורנבך אשר 3,7375-28-66,דירה בבית קומות,5,שמינית,124,"2,167,000",NaN
9070,16.09.2013,טביב 28,3937-226-6,דירה בבית קומות,5,שניה,132.12,"1,720,000",NaN
9071,16.09.2013,NaN,3946-260-47,דירה,5,עשירית,134,"2,208,409",NaN
9072,15.09.2013,אורנבך אשר 3,7375-28-31,דירה,5,NaN,117,"1,825,000",NaN
9073,15.09.2013,אורנבך אשר 3,7375-28-32,דירה,5,NaN,117,"2,130,000",NaN
9074,15.09.2013,NaN,3946-260-131,דירה בבית קומות,5,רביעית,121,"1,947,000",NaN
9075,15.09.2013,שקולניק 10,6288-298-1,קוטג' דו משפחתי,8,NaN,300,"3,360,000",NaN
9076,15.09.2013,NaN,3946-260-46,דירה,5,עשירית,134,"2,275,000",NaN
9077,14.09.2013,NaN,3946-260-45,דירה,5,שמינית,134,"1,947,725",NaN
9078,12.09.2013,אורנבך אשר 3,7375-28-12,דירה בבית קומות,5,שלישית,117,"1,800,000",NaN
9079,20.07.2013,אורנבך אשר 3,7375-28-12,דירה בבית קומות,5,שלישית,117,"1,832,500",NaN
9080,12.09.2013,הסירה 5,6826-63-1,דירה בבית קומות,6,NaN,210,"2,625,000",NaN
9081,11.09.2013,שער הגולן 10,5389-91-34,דירת גג,7,שמינית,128,"3,053,000",56% ב 2.3 שנים
9082,14.05.2011,שער הגולן 10,5389-91-34,דירת גג,7,שמינית,128,"1,955,000",56% ב 2.3 שנים
9083,11.09.2013,אורנבך אשר 3,7375-28-29,דירה,5,NaN,117,"1,800,000",NaN
9084,10.09.2013,אברבנאל 10,3930-412-2,דירה בבית קומות,5,ראשונה,122.84,"1,385,000",87% ב 7.1 שנים
9085,10.07.2006,אברבנאל 10,3930-412-2,דירה בבית קומות,5,ראשונה,122.84,"737,000",87% ב 7.1 שנים
9086,10.09.2013,הרב קוק 20,3932-123-4,דירה בבית קומות,5,שישית,110,"1,900,000",NaN
9087,10.09.2013,חיל האויר 5,2717-34-57,דירה בבית קומות,5,חמש עשרה,111.85,"2,100,000",NaN
9088,10.09.2013,שער הגולן 10,5389-91-123,דירה,7,NaN,182,"3,000,000",NaN
9089,09.09.2013,אורנבך אשר 3,7375-28-22,דירה בבית קומות,5,חמישית,126.70,"1,872,000",NaN
9090,09.09.2013,חובב מאיר וצבי 9,3628-199-0,קוטג' דו משפחתי,6,NaN,666,"4,000,000",NaN
9091,09.09.2013,התורמוס 4,5036-157-35,דירה בבית קומות,5,שישית,133.11,"1,867,000",NaN
9092,08.09.2013,אורנבך אשר 3,7375-28-27,דירה,5,NaN,117,"1,872,000",NaN
9093,03.09.2013,האחים יעקובי 17,3927-117-4,דירה בבית קומות,6,שניה + שלישית,139.08,"2,144,000",NaN
9094,03.09.2013,התורמוס 2,5036-157-10,דירה בבית קומות,5,רביעית,131.04,"1,842,000",NaN
9095,03.09.2013,אורנבך אשר 5,7375-27-1,דירת גן,5,קרקע,145.75,"2,100,000",NaN
9096,02.09.2013,הרב אונטרמן 4,5116-96-4,דירה בבית קומות,5,ראשונה,111.10,"1,640,000",-1% ב 0.8 שנים
9097,07.11.2012,הרב אונטרמן 4,5116-96-4,דירה בבית קומות,5,ראשונה,111.10,"1,660,000",-1% ב 0.8 שנים
9098,02.09.2013,"אח""י משגב 6",2709-16-1,קוטג' דו משפחתי,6,NaN,250,"4,150,000",NaN
9099,02.09.2013,NaN,3946-260-44,דירה,5,שישית,134,"2,289,825",NaN
9100,01.09.2013,אבא קובנר 11,5117-13-3,קוטג' טורי,6,קרקע וראשונה,143,"3,100,000",132% ב 14.7 שנים
9101,27.12.1998,אבא קובנר 11,5117-13-3,קוטג' טורי,6,קרקע וראשונה,143,"1,334,000",132% ב 14.7 שנים
9102,01.09.2013,אורנבך אשר 3,7375-28-24,דירה,5,NaN,117,"1,810,000",NaN
9103,01.09.2013,אורנבך אשר 3,7375-28-25,דירה,5,NaN,117,"2,120,000",NaN
9104,31.08.2013,הירשפלד 39,3926-1073-17,דירה בבית קומות,5,"קומה ‎5‏, קומה ‎6‏",120.20,"1,390,000",NaN
9105,31.08.2013,בוגלה יונה 1,4246-200-4,דירת גן,5,NaN,116,"1,647,000",NaN
9106,30.08.2013,קרלן פרץ 12,3925-537-1,קוטג' דו משפחתי,5,ראשונה ושניה,132.30,"2,120,000",NaN
9107,29.08.2013,מעונות ברכה 5,3937-172-26,דירה בבית קומות,5,שישית,151,"1,947,000",NaN
9108,29.08.2013,עין דור 4,6286-317-23,דירה בבית קומות,5,שלישית,125,"1,725,000",NaN
9109,29.08.2013,עין דור 4,6286-317-46,דירה בבית קומות,5,תשיעית,140,"2,625,000",NaN
9110,28.08.2013,מעונות ברכה 5,3937-172-25,דירה,5,NaN,151,"1,947,500",NaN
9111,28.08.2013,NaN,3946-260-43,דירה,5,שניה,121,"2,727,436",NaN
9112,28.08.2013,עין דור 4,6286-317-22,דירה,5,תשיעית,131,"2,625,000",NaN
9113,28.08.2013,עין דור 4,6286-317-21,דירה,5,שלישית,130,"1,725,000",NaN
9114,28.08.2013,NaN,3946-258-365,דירה,5,ראשונה,135,"2,585,000",NaN
9115,28.08.2013,גלילי ישראל 19,3946-412-53,דירה בבית קומות,5,קומה ‎14‏,125.45,"2,630,000",NaN
9116,27.08.2013,התורמוס 4,5036-157-38,דירה בבית קומות,5,שביעית,133.11,"1,913,000",NaN
9117,27.08.2013,בוגלה יונה 1,4246-200-31,דירה בבית קומות,5,שלישית,117,"1,590,000",NaN
9118,26.08.2013,בוגלה יונה 1,4246-200-3,דירה,5,שלישית,116,"1,590,000",NaN
9119,26.08.2013,איתם 30,5386-70-2,קוטג' דו משפחתי,6,מרתף קרקע וראשונה,218.20,"2,760,000",NaN
9120,26.08.2013,עין דור 4,6286-317-47,דירה בבית קומות,5,חמישית,125,"1,760,000",NaN
9121,25.08.2013,אורנבך אשר 3,7375-28-23,דירה,5,שישית,117,"1,822,000",NaN
9122,25.08.2013,ליבין יוסף וריסיה 16,7374-86-0,קוטג' דו משפחתי,6,NaN,600,"3,439,999",NaN
9123,25.08.2013,עין דור 4,6286-317-18,דירה,5,חמישית,130,"1,760,000",NaN
9124,25.08.2013,"תרמ""ב 13",3928-884-198,דירה בבית קומות,5,עשרים ושתים,185.75,"2,620,000",NaN
9125,24.08.2013,"תרמ""ב 13",3928-884-168,דירת גג (פנטהאוז),5,NaN,203,"2,620,000",NaN
9126,23.08.2013,הכובש 22,3929-907-1,דירה בבית קומות,5,ראשונה,104.59,"1,400,000",152% ב 11.5 שנים
9127,28.02.2002,הכובש 22,3929-907-1,דירה בבית קומות,5,ראשונה,104.59,"554,000",152% ב 11.5 שנים
9128,23.08.2013,הברון הירש 4,3928-332-9,דירת גג,5,חמישית + שישית,148.65,"2,050,000",NaN
9129,22.08.2013,עין דור 4,6286-317-17,דירה בבית קומות,5,רביעית,125,"1,741,000",NaN
9130,22.08.2013,"הפלמ""ח 41",6288-306-1,קוטג' דו משפחתי,6,NaN,243,"3,149,999",NaN
9131,22.08.2013,NaN,5036-155-6,דירה בבית קומות,5,ראשונה,110,"1,725,000",NaN
9132,22.08.2013,נחמוני 63,7373-14-2,קוטג' דו משפחתי,6,NaN,254,"3,250,000",NaN
9133,21.08.2013,בר יוחאי 20,3928-404-2,דירה בבית קומות,6,שניה,134.95,"3,050,000",NaN
9134,21.08.2013,עין דור 4,6286-317-16,דירה,5,רביעית,130,"1,741,000",NaN
9135,21.08.2013,הירמוך 8,3923-447-5,דירה בבית קומות,5,קומה ‎3‏,137.50,"1,920,000",NaN
9136,20.08.2013,נחמוני 63,7373-14-1,קוטג' דו משפחתי,6,NaN,254,"6,150,000",NaN
9137,20.08.2013,NaN,3923-218-5,דירה,5,שלישית,125,"1,920,000",NaN
9138,20.08.2013,קשת 42,5436-126-1,קוטג' חד משפחתי,6,NaN,268,"3,650,000",NaN
9139,20.08.2013,אורנבך אשר 5,7375-27-23,דירה בבית קומות,5,שישית,145.50,"1,865,000",NaN
9140,20.08.2013,ויניק 11,3926-977-16,דירה בבית קומות,5,רביעית,83.70,"1,740,000",NaN
9141,20.08.2013,NaN,3946-260-133,דירה בבית קומות,6,שתים עשרה,134,"2,396,000",NaN
9142,20.08.2013,העינב 17,3628-267-1,קוטג' דו משפחתי,5,NaN,150,"1,750,001",NaN
9143,19.08.2013,"הנח""ל 14",6286-187-1,קוטג' דו משפחתי,6,"קרקע,ראשונה",162.40,"2,550,000",103% ב 5.5 שנים
9144,07.02.2008,"הנח""ל 14",6286-187-1,קוטג' דו משפחתי,6,"קרקע,ראשונה",162.40,"1,255,000",103% ב 5.5 שנים
9145,19.08.2013,NaN,3946-260-134,דירה בבית קומות,5,שלישית,121,"1,826,000",NaN
9146,19.08.2013,NaN,3946-260-42,דירה,5,שישית,121,"2,396,683",NaN
9147,18.08.2013,NaN,3946-260-41,דירה,5,עשירית,121,"1,795,000",NaN
9148,18.08.2013,מכבי צעיר 2,3939-377-1,קוטג' דו משפחתי,6,NaN,180,"2,860,001",NaN
9149,18.08.2013,הסיפון 1,6824-34-1,קוטג' דו משפחתי,5,NaN,168,"2,470,000",NaN
9150,18.08.2013,טביב 26,3937-227-14,דירה בבית קומות,5,רביעית,132.12,"1,600,000",NaN
9151,18.08.2013,NaN,3946-260-135,דירה בבית קומות,5,שניה,121,"1,847,000",NaN
9152,18.08.2013,דוד הראובני 2,3931-69-2,דירה בבית קומות,5,ראשונה,93.60,"690,000",NaN
9153,18.08.2013,בן גוריון 52,3927-363-4,דירה בבית קומות,5,ראשונה,123.47,"2,310,000",NaN
9154,17.08.2013,NaN,3946-260-40,דירה,5,שלוש עשרה,134,"1,815,000",NaN
9155,16.08.2013,בן אליעזר 34,3926-1049-4,דירה בבית קומות,5,ראשונה,114.97,"1,465,000",NaN
9156,15.08.2013,גורדון 2,3945-500-9,דירה בבית קומות,5,שלישית,113.30,"1,750,000",29% ב 2.5 שנים
9157,17.02.2011,גורדון 2,3945-500-9,דירה בבית קומות,5,שלישית,113.30,"1,350,000",29% ב 2.5 שנים
9158,15.08.2013,השייטת 2,2704-55-416,דירה בבית קומות,5,NaN,143,"1,520,000",NaN
9159,06.03.2012,השייטת 2,2704-55-416,דירה בבית קומות,5,NaN,143,"3,325,490",NaN
9160,15.08.2013,הרב נריה 17,5116-33-2,דירה בבית קומות,5,קרקע + ראשונה,121.05,"1,690,000",NaN
9161,15.08.2013,"אח""י מזנק 25",2709-96-3,קוטג' חד משפחתי,5,ראשונה,250,"3,850,000",NaN
9162,14.08.2013,פסטרנק בוריס 3,5097-28-1,קוטג' דו משפחתי,6,קרקע ראשונה ושניה,244.70,"3,085,000",NaN
9163,14.08.2013,NaN,3946-260-39,דירה,5,אחת עשרה,134,"1,830,000",NaN
9164,14.08.2013,NaN,3946-260-136,דירה בבית קומות,6,רביעית,134,"2,091,000",NaN
9165,13.08.2013,NaN,3946-260-38,דירה,5,רביעית,134,"2,081,197",NaN
9166,13.08.2013,NaN,3946-260-137,דירה בבית קומות,6,חמישית,134,"2,093,000",NaN
9167,13.08.2013,הכורמים 6,5039-22-45,דירה בבית קומות,5,שלישית,104,"1,710,000",NaN
9168,13.08.2013,חטיבה שבע 15,5436-6-2,דירה בבית קומות,6,NaN,270,"3,742,000",NaN
9169,12.08.2013,נחמוני 1,7373-33-1,קוטג' דו משפחתי,6,NaN,240,"3,050,000",5% ב 1.6 שנים
9170,27.12.2011,נחמוני 1,7373-33-1,קוטג' דו משפחתי,6,NaN,240,"2,900,000",5% ב 1.6 שנים
9171,12.08.2013,חטיבה שבע 15,5436-6-1,קוטג' דו משפחתי,5,ראשונה,240,"3,732,000",NaN
9172,12.08.2013,NaN,3946-260-138,דירה בבית קומות,5,NaN,121,"2,060,000",NaN
9173,12.08.2013,בוגלה יונה 1,4246-200-32,דירה בבית קומות,5,NaN,108,"1,650,000",NaN
9174,12.08.2013,NaN,3946-260-37,דירה,5,רביעית,121,"2,093,409",NaN
9175,11.08.2013,עליזה בגין 8,3927-360-76,דירה בבית קומות,5,תשיעית,125,"2,350,000",90% ב 10 שנים
9176,23.07.2003,עליזה בגין 8,3927-360-76,דירה בבית קומות,5,תשיעית,125,"1,235,000",90% ב 10 שנים
9177,11.08.2013,הנגב 10,3930-269-1,קוטג' דו משפחתי,6,NaN,144,"1,800,000",NaN
9178,11.08.2013,NaN,3946-260-139,דירה בבית קומות,5,חמישית,121,"1,818,000",NaN
9179,11.08.2013,בוגלה יונה 1,4246-200-2,דירת גן,5,NaN,108,"1,650,000",NaN
9180,08.08.2013,הלולב 10,4243-538-2,קוטג' דו משפחתי,5,NaN,100,"2,550,000",NaN
9181,08.08.2013,NaN,3946-260-140,דירה בבית קומות,5,חמישית,134,"1,895,000",NaN
9182,08.08.2013,NaN,3946-260-140,דירה בבית קומות,5,חמישית,134,"1,895,000",NaN
9183,07.08.2013,בשארי סעדיה ויוסף 6,7374-130-20,דירה בבית קומות,5,חמישית,122.56,"2,035,000",18% ב 3.5 שנים
9184,13.01.2010,בשארי סעדיה ויוסף 6,7374-130-20,דירה בבית קומות,5,חמישית,122.56,"1,712,000",18% ב 3.5 שנים
9185,07.08.2013, ,3926-829-15,דירה בבית קומות,5,שניה,113,"2,100,000",NaN
9186,07.08.2013,NaN,3946-260-142,דירה בבית קומות,6,שישית,134,"2,078,000",NaN
9187,07.08.2013,NaN,3946-260-142,דירה בבית קומות,6,שישית,134,"2,078,000",NaN
9188,06.08.2013,השייטת 2,2704-55-451,דירה בבית קומות,5,שתים עשרה,143,"1,736,000",NaN
9189,11.06.2012,השייטת 2,2704-55-451,דירה בבית קומות,5,שתים עשרה,143,"3,024,467",NaN
9190,06.08.2013,NaN,3946-260-144,דירה בבית קומות,5,שתים עשרה,124,"2,176,000",NaN
9191,06.08.2013,אברבנאל 10,3930-412-21,דירה בבית קומות,5,שישית,128.55,"1,420,000",NaN
9192,05.08.2013,NaN,3946-258-501,דירה בבית קומות,5,תשיעית,122,"2,352,000",NaN
9193,05.08.2013,NaN,3946-258-501,דירה בבית קומות,5,תשיעית,122,"2,352,000",NaN
9194,05.08.2013,NaN,3946-258-364,דירה,5,שמינית,122,"2,312,000",NaN
9195,05.08.2013,NaN,3946-260-36,דירה,5,שישית,121,"2,176,860",NaN
9196,05.08.2013,פופל מרדכי 11,3939-309-27,דירה בבית קומות,5,שביעית,109.50,"1,200,000",NaN
9197,04.08.2013,NaN,3946-260-145,דירה בבית קומות,5,NaN,121,"2,020,000",NaN
9198,04.08.2013,מבצע ברק 5,5747-3-1,קוטג' דו משפחתי,5,NaN,348,"2,950,000",NaN
9199,04.08.2013,מוליק )שמואל( איל 2,7374-87-2,קוטג' דו משפחתי,6,NaN,275,"3,400,000",NaN
